vehicle_grp,class,age_acpt,proceeds,age_sale,age_sale_grp,cond_code,days_on_lot,Ask,Take,Proceed_Over_Ask,Proceed_Over_Take,LOCATION_CODE__c,y
TRUCK,110,90,10500,95,091 - 096,10,141,31406,30406,0.33433102,0.34532658,2785,1
TRUCK,30,106,2155,112,109 - 114,30,171,24618,21618,0.087537574,0.099685447,3123,0
TRACTOR,140,81,20750,87,085 - 090,10,174,23996,22996,0.864727455,0.90233084,3274,0
TRACTOR,140,88,15127,94,091 - 096,10,178,32754,31754,0.461836722,0.476380928,3227,0
TRUCK,50,112,3000,112,109 - 114,30,27,24410,21410,0.122900451,0.140121439,3274,0
TRAILER,180,137,7500,144,139 - 144,50,202,10775,9775,0.696055685,0.767263427,2444,0
TRACTOR,140,110,33517,111,109 - 114,10,24,38282,35282,0.875528969,0.949974491,3403,0
TRUCK,31,107,2155,108,103 - 108,30,44,31335,28335,0.068772938,0.07605435,3123,0
TRUCK,30,124,17845,124,121 - 126,10,7,19703,17703,0.90569964,1.008021239,3172,0
TRUCK,31,135,5000,135,133 - 138,30,8,22750,19750,0.21978022,0.253164557,2389,0
TRACTOR,140,96,28703,97,097 - 102,10,32,31703,30703,0.905371731,0.934859786,3227,0
TRUCK,90,122,6666,122,121 - 126,30,6,22854,19854,0.291677606,0.335750982,1328,0
TRUCK,50,77,10600,92,091 - 096,10,455,33197,32197,0.319305961,0.32922322,2785,1
TRACTOR,132,77,20000,78,073 - 078,10,15,23648,20648,0.845737483,0.968616815,2438,0
TRACTOR,130,144,21000,146,145 - 150,10,56,24500,22500,0.857142857,0.933333333,2445,0
TRUCK,10,127,4423,127,127 - 132,30,23,13303,11303,0.332481395,0.391312041,2027,0
TRUCK,60,78,23750,85,085 - 090,10,202,44932,41932,0.528576516,0.566393208,2619,1
TRUCK,60,73,18000,80,079 - 084,10,213,34751,31751,0.517970706,0.566911278,2785,1
TRACTOR,140,93,15005,104,103 - 108,10,315,35537,32537,0.422235979,0.461167287,2408,1
TRAILER,190,130,2000,137,133 - 138,30,200,8997,7997,0.222296321,0.250093785,2709,0
TRUCK,50,66,20000,72,067 - 072,50,167,31400,28400,0.636942675,0.704225352,2483,0
TRACTOR,170,100,5155,100,097 - 102,30,19,20700,19700,0.249033816,0.261675127,2619,1
TRUCK,60,80,22150,86,085 - 090,50,185,33561,30561,0.659992253,0.724779948,2483,0
TRUCK,70,113,23995,116,115 - 120,10,89,27672,25672,0.867122001,0.934675912,2709,0
TRACTOR,140,128,20999,131,127 - 132,10,108,31071,28071,0.675839207,0.748067401,3381,0
TRACTOR,130,63,6000,74,073 - 078,50,336,20995,17995,0.285782329,0.333425952,3408,1
TRUCK,30,75,12600,81,079 - 084,10,184,25934,23934,0.485848693,0.526447731,2408,1
TRAILER,200,129,7850,136,133 - 138,10,236,22415,21415,0.350211912,0.366565492,3274,0
TRUCK,50,61,8905,76,073 - 078,30,468,33579,30579,0.265195509,0.291212924,2445,0
TRUCK,110,75,29800,79,079 - 084,50,122,39314,36314,0.757999695,0.820620147,2390,0
TRACTOR,130,81,36845,83,079 - 084,10,40,30604,28604,1.203927591,1.288106559,3172,0
TRUCK,60,74,34431,77,073 - 078,10,98,37431,34431,0.919852529,1,2768,0
TRUCK,40,124,16126,125,121 - 126,10,29,16126,14126,1,1.141582897,3172,0
TRAILER,200,127,5405,127,127 - 132,30,14,21000,20000,0.257380952,0.27025,2386,0
TRACTOR,170,80,48818,84,079 - 084,10,105,53818,48818,0.907094281,1,3280,0
TRACTOR,140,142,25000,143,139 - 144,10,24,27349,24349,0.914110205,1.026736211,2754,0
TRACTOR,140,87,26500,93,091 - 096,10,188,47562,44562,0.557167487,0.594677079,2619,1
TRAILER,180,122,12925,122,121 - 126,10,2,15250,14250,0.847540984,0.907017544,2483,0
TRUCK,70,79,5500,89,085 - 090,30,322,29460,26460,0.186693822,0.207860922,2785,0
TRACTOR,150,71,23500,76,073 - 078,10,161,36634,33634,0.641480592,0.698697746,2785,1
TRUCK,60,95,14000,107,103 - 108,10,362,29848,26848,0.469043152,0.521454112,3123,1
TRAILER,180,117,8905,118,115 - 120,50,25,12250,11250,0.726938776,0.791555556,2445,0
TRAILER,200,101,4500,111,109 - 114,10,284,25175,24175,0.178748759,0.186142709,2686,0
TRAILER,200,89,4255,89,085 - 090,30,13,22795,21795,0.186663742,0.195228263,2344,0
TRUCK,30,93,20635,96,091 - 096,10,96,23628,22628,0.873328255,0.911923281,3274,0
TRUCK,21,99,16995,105,103 - 108,10,202,22956,20956,0.740329326,0.810984921,2756,0
TRAILER,180,110,8800,111,109 - 114,50,28,10520,9520,0.836501901,0.924369748,3227,0
TRUCK,60,99,26000,99,097 - 102,10,10,30217,27217,0.860442797,0.9552853,2382,0
TRUCK,100,126,25500,132,127 - 132,10,154,31074,28074,0.820621742,0.908313742,3274,0
TRUCK,90,99,21905,102,097 - 102,10,109,28000,25000,0.782321429,0.8762,3069,0
TRACTOR,170,73,30000,77,073 - 078,10,113,35853,32853,0.836750063,0.913158616,3274,0
TRUCK,21,83,5000,83,079 - 084,30,6,22260,21260,0.224618149,0.235183443,2392,0
TRAILER,190,99,2500,100,097 - 102,30,12,9999,8999,0.250025003,0.277808645,2438,0
TRUCK,21,49,13605,58,055 - 060,10,276,31974,29974,0.42550197,0.453893374,2619,1
TRUCK,30,87,21495,88,085 - 090,10,30,24866,22866,0.864433363,0.940041984,2768,0
TRUCK,60,92,30500,95,091 - 096,10,95,43301,40301,0.704371724,0.756805042,3274,0
TRACTOR,140,107,33985,109,109 - 114,10,56,40760,37760,0.833783121,0.900026483,3274,0
TRACTOR,140,47,12000,58,055 - 060,50,328,35669,34669,0.336426589,0.346130549,2619,1
TRUCK,70,93,25995,97,097 - 102,10,123,35058,33058,0.741485538,0.786345211,3138,0
TRACTOR,150,38,26300,49,049 - 054,10,320,30550,27550,0.860883797,0.954627949,3377,0
TRUCK,90,110,3500,111,109 - 114,30,28,27344,24344,0.12799883,0.143772593,3274,0
TRUCK,90,109,8000,109,109 - 114,30,6,19500,16500,0.41025641,0.484848485,2688,0
TRAILER,180,166,2200,166,163 - 168,30,14,6950,5950,0.316546763,0.369747899,2725,0
TRAILER,180,149,9000,157,157 - 162,10,239,12500,11500,0.72,0.782608696,2444,0
TRACTOR,140,143,6000,143,139 - 144,30,9,22383,19383,0.268060582,0.309549605,2686,0
TRAILER,200,144,12190,147,145 - 150,10,106,14250,13250,0.855438597,0.92,3284,0
TRUCK,30,91,12050,98,097 - 102,10,201,21192,19192,0.568610797,0.627865777,2447,0
TRUCK,60,86,25200,87,085 - 090,10,24,27421,24421,0.919003683,1.031898776,3377,0
TRUCK,60,77,20000,85,085 - 090,10,215,33187,30187,0.602645614,0.662536854,3408,1
TRUCK,70,103,17805,107,103 - 108,50,127,23889,20889,0.745322115,0.852362487,2380,0
TRACTOR,132,120,25000,123,121 - 126,10,90,33070,30070,0.75597218,0.831393415,2566,0
TRUCK,30,66,12340,67,067 - 072,10,14,24680,23680,0.5,0.521114865,3227,0
TRUCK,30,62,17000,62,061 - 066,50,8,23145,22145,0.734499892,0.767667645,2709,0
TRUCK,60,94,24200,97,097 - 102,10,62,32244,29244,0.75052723,0.827520175,3227,0
TRUCK,30,47,23000,51,049 - 054,10,120,28633,26633,0.803268955,0.863590283,3123,0
TRUCK,10,38,13001,42,037 - 042,10,100,16072,13072,0.808922349,0.994568544,2389,0
TRUCK,90,73,22226,75,073 - 078,50,44,22226,22226,1,1,3227,0
TRACTOR,170,75,44000,75,073 - 078,10,12,47700,46700,0.922431866,0.942184154,2756,0
TRACTOR,170,77,35725,80,079 - 084,10,96,41141,40141,0.868355169,0.889987793,2768,0
TRUCK,70,78,11200,83,079 - 084,10,141,24998,23998,0.448035843,0.466705559,2785,1
TRUCK,60,74,16800,80,079 - 084,10,199,40287,39287,0.417007968,0.427622369,2785,1
TRACTOR,140,76,15500,79,079 - 084,10,98,34115,33115,0.454345596,0.468065831,2619,1
TRUCK,70,48,24500,57,055 - 060,10,253,46978,43978,0.521520712,0.55709673,2408,1
TRUCK,90,150,3600,150,145 - 150,30,4,22448,19448,0.160370634,0.185109009,2768,0
TRUCK,90,55,34000,58,055 - 060,10,106,39011,36011,0.87154905,0.944155952,2709,0
TRUCK,50,73,17900,81,079 - 084,10,249,30514,27514,0.58661598,0.650577888,3408,1
TRACTOR,140,81,17440,89,085 - 090,10,248,34881,33881,0.499985666,0.514742776,3403,0
TRUCK,60,72,12700,82,079 - 084,10,308,46444,46444,0.273447593,0.273447593,2619,1
TRACTOR,140,108,32610,108,103 - 108,10,2,39122,36122,0.833546342,0.902773933,3138,0
TRUCK,60,108,31000,109,109 - 114,10,32,36500,33500,0.849315069,0.925373134,2438,0
TRUCK,31,50,26546,58,055 - 060,10,234,38990,35990,0.680841241,0.737593776,2682,0
TRUCK,60,65,22500,73,073 - 078,10,259,38945,35945,0.577737835,0.625956322,2785,1
TRACTOR,170,60,20800,67,067 - 072,50,193,37914,34914,0.548610012,0.595749556,2785,1
TRUCK,10,51,6250,57,055 - 060,10,205,14578,13578,0.428728221,0.460303432,3408,1
TRACTOR,140,124,22500,130,127 - 132,10,182,37499,34499,0.600016,0.652192817,2443,0
TRACTOR,140,87,19800,88,085 - 090,50,24,33419,32419,0.592477333,0.610752954,3227,0
TRAILER,180,154,3000,157,157 - 162,30,93,12999,11999,0.230786984,0.250020835,2483,0
TRUCK,30,81,16995,91,091 - 096,10,308,20511,19511,0.828579787,0.871047102,3227,0
TRUCK,110,86,18500,93,091 - 096,10,194,37713,36713,0.490547026,0.503908697,2785,1
TRACTOR,140,90,34763,92,091 - 096,10,43,34529,33529,1.006776912,1.036803961,3299,0
TRACTOR,140,94,13905,95,091 - 096,10,34,33318,32318,0.417341977,0.430255585,2756,0
TRAILER,200,146,9500,146,145 - 150,10,6,11750,10750,0.808510638,0.88372093,2686,0
TRACTOR,140,82,33500,84,079 - 084,10,54,40434,37434,0.828510659,0.894908372,3227,0
TRACTOR,140,78,39600,79,079 - 084,10,27,42132,39132,0.939903162,1.011959522,3172,0
TRACTOR,130,88,18000,90,085 - 090,10,71,25666,24666,0.701316917,0.729749453,2686,0
TRUCK,60,84,13995,93,091 - 096,50,295,16740,16740,0.836021505,0.836021505,3227,0
TRUCK,60,82,24500,87,085 - 090,50,155,29626,28626,0.826976305,0.855865297,2344,0
TRACTOR,140,91,16905,102,097 - 102,30,335,35292,32292,0.47900374,0.523504274,2380,0
TRUCK,50,90,5500,104,103 - 108,10,448,32878,29878,0.167285115,0.184081933,2619,1
TRACTOR,140,100,39779,102,097 - 102,10,88,41679,38679,0.954413494,1.028439205,3377,0
TRUCK,60,82,39660,83,079 - 084,10,25,42654,39654,0.929807287,1.000151309,2771,0
TRUCK,31,149,18500,154,151 - 156,50,131,25313,22313,0.730849761,0.829113073,2495,0
TRUCK,80,62,11450,69,067 - 072,50,226,31658,28658,0.361677933,0.399539396,2785,1
TRACTOR,140,123,24800,125,121 - 126,10,38,35959,32959,0.689674351,0.752450014,2408,1
TRUCK,100,96,37651,97,097 - 102,50,13,37651,36651,1,1.027284385,3138,0
TRAILER,200,117,11250,117,115 - 120,50,7,15000,14000,0.75,0.803571429,2389,0
TRUCK,70,77,11400,84,079 - 084,50,224,31054,28054,0.367102467,0.406359165,2785,1
TRACTOR,170,108,28900,116,115 - 120,10,246,33553,28553,0.861323876,1.012152839,2404,0
TRAILER,180,131,8100,137,133 - 138,10,192,11125,10125,0.728089888,0.8,2686,0
TRACTOR,170,90,14800,93,091 - 096,50,36,19292,18292,0.767157371,0.809096873,3227,0
TRAILER,190,109,8500,119,115 - 120,50,287,16272,15272,0.522369715,0.556574123,2686,0
TRAILER,190,126,10500,126,121 - 126,50,25,14250,13250,0.736842105,0.79245283,3227,0
TRACTOR,132,113,25385,113,109 - 114,10,15,31206,28206,0.813465359,0.899985819,2381,0
TRUCK,60,68,20750,75,073 - 078,10,204,39222,36222,0.529039825,0.572856275,2785,1
TRUCK,60,70,17800,77,073 - 078,10,226,39008,36008,0.456316653,0.494334592,2785,1
TRACTOR,170,86,29960,87,085 - 090,10,48,36044,33044,0.831206303,0.906669895,2344,0
TRAILER,200,114,15405,118,115 - 120,10,131,17700,16700,0.870338983,0.92245509,2445,0
TRUCK,10,60,5250,67,067 - 072,10,233,15450,14450,0.339805825,0.363321799,3408,1
TRAILER,180,136,1500,140,139 - 144,50,131,8084,7084,0.185551707,0.211744777,2682,0
TRACTOR,130,82,11999,83,079 - 084,50,20,30273,27273,0.396359793,0.439958934,2682,0
TRUCK,60,97,24500,102,097 - 102,50,145,33486,32486,0.731649047,0.754171028,2447,0
TRUCK,10,63,11500,64,061 - 066,10,12,18200,17200,0.631868132,0.668604651,2404,0
TRAILER,200,160,1500,166,163 - 168,30,197,5952,4952,0.252016129,0.302907916,2619,1
TRAILER,180,129,8500,133,133 - 138,50,111,11251,10251,0.755488401,0.829187396,2344,0
TRUCK,60,111,33650,111,109 - 114,10,2,38900,35900,0.86503856,0.937325905,2616,0
TRACTOR,140,95,28500,101,097 - 102,10,189,43670,40670,0.652621937,0.700762233,3397,0
TRUCK,80,81,26276,88,085 - 090,10,204,28671,25671,0.916466116,1.02356745,2445,0
TRAILER,180,98,11600,104,103 - 108,10,203,17457,16457,0.664489889,0.70486723,2709,0
TRUCK,50,79,17203,85,085 - 090,50,170,27400,24400,0.627846715,0.705040984,2483,0
TRUCK,30,104,13800,108,103 - 108,10,136,24147,22147,0.571499565,0.623109225,3408,1
TRACTOR,130,96,2442,99,097 - 102,30,83,7555,6555,0.323229649,0.372540046,3403,0
TRUCK,110,90,15750,96,091 - 096,10,195,32603,29603,0.483084379,0.532040672,3408,1
TRUCK,50,60,22500,66,061 - 066,10,185,36663,33663,0.613697733,0.668389627,3299,0
TRUCK,60,44,27885,44,043 - 048,50,18,37617,34617,0.741287184,0.805529075,2768,0
TRACTOR,130,127,12000,128,127 - 132,10,30,14000,12000,0.857142857,1,2386,0
TRACTOR,130,72,27653,74,073 - 078,10,40,27653,26653,1,1.037519229,3403,0
TRACTOR,140,49,17000,53,049 - 054,50,150,21458,18458,0.792245316,0.92100986,3274,0
TRUCK,30,55,15000,61,061 - 066,10,189,29128,28128,0.514968415,0.533276451,3408,1
TRACTOR,140,102,27351,104,103 - 108,10,77,34808,31808,0.78576764,0.859878018,3274,0
TRACTOR,140,103,24125,106,103 - 108,10,84,29787,26787,0.809917078,0.900623437,3274,0
TRAILER,180,149,6000,149,145 - 150,30,2,8000,7000,0.75,0.857142857,2768,0
TRUCK,10,123,500,133,133 - 138,30,307,3944,1944,0.126774848,0.257201646,2725,0
TRAILER,200,150,5000,150,145 - 150,10,6,15800,14800,0.316455696,0.337837838,2771,0
TRAILER,200,156,5905,163,163 - 168,10,206,15000,14000,0.393666667,0.421785714,2756,0
TRUCK,30,53,22104,54,049 - 054,50,27,22104,21104,1,1.047384382,3227,0
TRUCK,21,53,22633,55,055 - 060,50,67,22633,21633,1,1.046225674,3280,0
TRUCK,21,53,20500,57,055 - 060,50,118,30236,29236,0.677999735,0.701190313,2389,0
TRUCK,21,41,22500,45,043 - 048,50,110,24587,23587,0.915117745,0.953915292,3123,0
TRACTOR,170,91,12000,93,091 - 096,10,41,26572,25572,0.451603191,0.469263257,2619,1
TRACTOR,170,88,11000,89,085 - 090,50,26,22559,21559,0.487610266,0.510227747,2619,1
TRUCK,30,66,13100,72,067 - 072,10,202,30444,28944,0.430298253,0.452598121,2785,1
TRACTOR,130,81,12000,86,085 - 090,50,168,14999,11999,0.800053337,1.00008334,2390,0
TRACTOR,140,90,36483,91,091 - 096,10,34,42403,39403,0.860387237,0.925893968,3227,0
TRACTOR,140,102,14115,104,103 - 108,50,45,28231,27231,0.499982289,0.518343065,2483,0
TRUCK,30,90,13000,91,091 - 096,10,17,16117,14117,0.806601725,0.92087554,2382,0
TRAILER,200,103,16468,107,103 - 108,50,126,23525,22525,0.700021254,0.731098779,3227,0
TRUCK,110,77,33000,84,079 - 084,10,188,40891,37891,0.80702355,0.870919216,2390,0
TRUCK,60,91,39000,95,091 - 096,10,105,40560,37560,0.961538462,1.038338658,2709,0
TRUCK,60,105,14000,110,109 - 114,10,162,38241,38241,0.366099213,0.366099213,2619,1
TRUCK,60,83,2500,89,085 - 090,30,203,20450,17450,0.122249389,0.143266476,2682,0
TRACTOR,130,84,10999,97,097 - 102,50,391,21940,18940,0.501321787,0.580728617,3227,0
TRACTOR,140,91,21400,92,091 - 096,10,56,26234,23234,0.815735305,0.921063958,2380,0
TRACTOR,140,94,22550,96,091 - 096,50,36,26979,23979,0.835835279,0.940406189,3403,0
TRACTOR,140,86,30000,90,085 - 090,10,115,31096,28096,0.964754309,1.067767654,3172,0
TRACTOR,170,65,24600,79,079 - 084,10,434,40000,37000,0.615,0.664864865,2444,0
TRUCK,21,68,15529,83,079 - 084,10,434,23854,21854,0.651001928,0.710579299,2566,0
TRACTOR,130,86,10000,90,085 - 090,50,125,20995,17995,0.476303882,0.555709919,2619,1
TRUCK,90,85,3805,94,091 - 096,30,263,20000,17000,0.19025,0.223823529,2756,0
TRUCK,60,79,24900,83,079 - 084,10,116,33914,30914,0.734210061,0.805460309,2392,0
TRACTOR,140,94,27250,95,091 - 096,10,30,44892,41892,0.607012385,0.650482192,2443,0
TRACTOR,140,65,18000,78,073 - 078,10,408,39443,36443,0.45635474,0.493922015,3408,1
TRUCK,30,99,19805,102,097 - 102,10,91,24004,22004,0.825070822,0.900063625,3227,0
TRUCK,30,79,2100,89,085 - 090,30,292,15819,13819,0.132751754,0.151964686,2754,0
TRUCK,30,85,12700,89,085 - 090,10,127,24724,22724,0.513670927,0.558880479,2408,1
TRUCK,30,107,10705,108,103 - 108,50,14,14595,12595,0.733470367,0.849940453,2445,0
TRUCK,50,107,8500,111,109 - 114,50,118,10098,7098,0.841750842,1.197520428,2756,0
TRUCK,60,105,19105,111,109 - 114,50,162,23699,22699,0.806152158,0.841667034,2756,0
TRACTOR,140,87,21000,89,085 - 090,10,75,25790,22790,0.814269097,0.921456779,2443,0
TRACTOR,170,81,18000,87,085 - 090,10,192,32703,29703,0.550408219,0.605999394,3408,1
TRACTOR,140,91,30000,94,091 - 096,10,88,34256,31256,0.875758991,0.959815715,2447,0
TRUCK,30,66,21000,74,073 - 078,10,244,28752,25752,0.730383973,0.815470643,2750,0
TRUCK,31,77,10600,84,079 - 084,10,222,32039,29039,0.330846781,0.365026344,2408,1
TRUCK,30,64,13400,71,067 - 072,10,219,29064,26064,0.461051473,0.514119092,2785,1
TRUCK,90,76,31255,84,079 - 084,10,252,36155,33155,0.864472411,0.94269341,2380,0
TRUCK,30,58,8900,70,067 - 072,10,380,18831,15831,0.472624927,0.562188112,2785,1
TRUCK,60,89,25905,96,091 - 096,10,226,39964,35964,0.648208388,0.720303637,2756,0
TRACTOR,170,80,20000,89,085 - 090,10,293,46109,43109,0.433754798,0.463940245,2785,1
TRUCK,80,85,8650,98,097 - 102,10,417,33815,30815,0.255803637,0.280707448,2408,1
TRACTOR,130,85,8000,87,085 - 090,30,70,18896,15896,0.423370025,0.503271263,3397,0
TRACTOR,140,92,16250,99,097 - 102,10,208,28742,25742,0.565374713,0.631264082,2619,1
TRACTOR,170,105,12489,105,103 - 108,50,14,17694,14694,0.705832486,0.849938751,2386,0
TRUCK,80,76,20000,81,079 - 084,10,160,37563,34563,0.532438836,0.578653473,2785,1
TRUCK,60,92,21000,100,097 - 102,10,251,35900,32900,0.584958217,0.638297872,2785,1
TRUCK,90,85,19950,95,091 - 096,10,327,50071,47071,0.398434223,0.423827835,2408,1
TRUCK,100,77,41146,85,085 - 090,10,241,54502,51502,0.754944773,0.79892043,2382,0
TRAILER,200,95,11200,103,103 - 108,10,252,16750,15750,0.668656716,0.711111111,2444,0
TRUCK,21,118,4000,120,115 - 120,30,51,9754,8754,0.410088169,0.456933973,2709,0
TRACTOR,140,81,19000,93,091 - 096,50,366,36063,33063,0.52685578,0.574660497,2725,0
TRAILER,200,125,4500,126,121 - 126,30,10,9997,8997,0.450135041,0.500166722,2445,0
TRACTOR,140,91,13000,105,103 - 108,10,453,29820,26820,0.435949028,0.484712901,2619,1
TRAILER,190,100,13500,101,097 - 102,50,35,17500,16500,0.771428571,0.818181818,3397,0
TRAILER,180,121,9625,123,121 - 126,50,76,17450,16450,0.551575931,0.585106383,3408,1
TRAILER,180,118,10625,120,115 - 120,50,49,14250,13250,0.745614035,0.801886793,3408,1
TRAILER,200,131,12000,134,133 - 138,50,120,18000,17000,0.666666667,0.705882353,3227,0
TRAILER,180,138,4000,139,139 - 144,30,17,8999,7999,0.444493833,0.500062508,2772,0
TRUCK,110,77,22500,86,085 - 090,10,270,35109,32109,0.640861318,0.700738111,3274,0
TRACTOR,140,74,27200,85,085 - 090,10,351,43866,40866,0.620070214,0.665589977,2443,0
TRAILER,200,129,8675,132,127 - 132,50,105,11837,10837,0.732871505,0.800498293,2682,0
TRUCK,60,91,32500,93,091 - 096,10,55,38814,35814,0.837326738,0.907466354,2768,0
TRUCK,50,90,20200,95,091 - 096,10,157,31707,28707,0.637083294,0.703661128,2785,1
TRUCK,60,111,28000,115,115 - 120,10,115,30987,27987,0.903604738,1.000464501,2344,0
TRUCK,70,68,19557,69,067 - 072,10,22,40613,39613,0.481545318,0.493701563,2443,0
TRUCK,31,64,29000,68,067 - 072,10,105,35565,32565,0.815408407,0.890526639,2686,0
TRACTOR,140,63,23204,64,061 - 066,50,28,28775,25775,0.80639444,0.900252182,2380,0
TRACTOR,170,66,19250,78,073 - 078,10,353,38700,37700,0.497416021,0.51061008,2785,1
TRACTOR,170,46,33000,49,049 - 054,10,97,43890,40890,0.751879699,0.807043287,3408,1
TRUCK,60,121,29000,124,121 - 126,10,101,40210,37210,0.721213629,0.779360387,3408,1
TRACTOR,170,77,25000,78,073 - 078,50,35,43290,37290,0.577500578,0.670421024,2344,0
TRUCK,60,52,24300,58,055 - 060,10,175,35900,32900,0.676880223,0.738601824,2768,0
TRAILER,200,152,10200,152,151 - 156,50,8,12130,11130,0.840890355,0.916442049,2389,0
TRUCK,70,79,10600,85,085 - 090,10,196,34060,33060,0.311215502,0.320629159,3408,1
TRAILER,180,122,5000,122,121 - 126,30,0,9194,8194,0.543832935,0.610202587,3397,0
TRAILER,180,120,5000,120,115 - 120,30,7,16457,15457,0.303822082,0.323478036,3397,0
TRACTOR,140,147,31000,148,145 - 150,10,11,36535,33535,0.848501437,0.924407336,3408,1
TRACTOR,170,79,32000,84,079 - 084,10,148,46393,40393,0.689759231,0.792216473,3227,0
TRACTOR,130,87,10000,92,091 - 096,10,158,21022,20022,0.475692132,0.499450604,2785,1
TRACTOR,140,72,24500,78,073 - 078,10,187,40749,37749,0.601241748,0.649023815,3408,1
TRUCK,30,61,25343,66,061 - 066,10,150,29250,27250,0.86642735,0.930018349,2566,0
TRUCK,60,91,18500,94,091 - 096,10,84,25916,22916,0.713844729,0.807296212,2408,1
TRUCK,60,81,18750,88,085 - 090,10,217,38502,37502,0.486987689,0.499973335,2785,1
TRUCK,30,76,25500,77,073 - 078,10,33,28866,26866,0.883392226,0.949155066,2754,0
TRUCK,90,76,6450,77,073 - 078,30,23,25500,22500,0.252941177,0.286666667,2768,0
TRUCK,60,85,22000,86,085 - 090,50,35,41007,38007,0.536493769,0.57884074,2751,0
TRAILER,200,111,17590,112,109 - 114,10,31,19795,18795,0.888608234,0.935887204,2443,0
TRUCK,60,80,30000,87,085 - 090,10,222,37589,34589,0.798105829,0.867327763,2446,0
TRAILER,200,101,14663,102,097 - 102,50,20,18250,17250,0.803452055,0.850028986,1328,0
TRUCK,60,89,24750,93,091 - 096,10,141,35748,35748,0.692346425,0.692346425,3227,0
TRACTOR,170,93,26000,97,097 - 102,10,123,31095,28095,0.836147291,0.925431572,2495,0
TRUCK,70,70,34750,74,073 - 078,10,104,39150,36150,0.88761175,0.961272476,2483,0
TRUCK,60,73,20000,80,079 - 084,10,204,40308,37308,0.496179419,0.536078053,2785,1
TRUCK,30,73,15900,79,079 - 084,10,183,29264,26264,0.543329688,0.60539141,2785,1
TRACTOR,140,84,31300,87,085 - 090,10,82,37725,34725,0.829688536,0.901367891,3274,0
TRAILER,180,132,6900,140,139 - 144,50,252,10775,9775,0.64037123,0.705882353,2756,0
TRACTOR,140,83,5500,90,085 - 090,30,220,9555,8555,0.575614861,0.64289889,3377,0
TRUCK,30,120,13100,124,121 - 126,10,141,20669,18669,0.63379941,0.701698002,3274,0
TRUCK,60,55,13300,66,061 - 066,50,336,37900,34900,0.350923483,0.381088825,2619,1
TRACTOR,140,71,14000,86,085 - 090,10,453,29547,26547,0.473821369,0.527366557,2619,1
TRACTOR,140,66,9000,75,073 - 078,10,259,22995,19995,0.391389433,0.450112528,2619,1
TRACTOR,170,83,28840,88,085 - 090,10,140,28840,25840,1,1.116099071,2446,0
TRACTOR,170,58,28000,65,061 - 066,10,218,57258,52258,0.489014636,0.535803131,3408,1
TRUCK,70,94,24800,98,097 - 102,50,106,34460,31460,0.719674986,0.788302607,3227,0
TRUCK,31,88,20017,90,085 - 090,10,79,26021,25021,0.769263287,0.800007993,3196,0
TRUCK,110,104,18000,113,109 - 114,10,259,32504,29504,0.553777997,0.610086768,2408,1
TRACTOR,140,119,34863,122,121 - 126,10,83,40863,37863,0.853167903,0.920766976,2443,0
TRACTOR,132,117,10000,118,115 - 120,30,39,30500,27500,0.327868853,0.363636364,2443,0
TRUCK,60,75,42200,78,073 - 078,10,74,42900,39900,0.983682984,1.05764411,2754,0
TRUCK,21,59,25380,60,055 - 060,10,40,31725,29725,0.8,0.853826745,3403,0
TRAILER,200,125,10000,125,121 - 126,30,3,12243,11243,0.81679327,0.88944232,2381,0
TRACTOR,140,93,12000,109,109 - 114,50,469,28271,25271,0.424463231,0.474852598,2408,1
TRACTOR,130,131,4000,131,127 - 132,30,6,21859,19859,0.182990988,0.201420011,2686,0
TRAILER,200,137,7660,138,133 - 138,50,26,11500,10500,0.666086957,0.72952381,2386,0
TRUCK,80,71,21000,80,079 - 084,10,272,38119,35119,0.550906372,0.597966913,2619,1
TRAILER,200,135,4050,138,133 - 138,50,105,14500,13500,0.279310345,0.3,2386,0
TRACTOR,140,88,35945,90,085 - 090,10,57,42093,39093,0.853942461,0.919474075,3227,0
TRUCK,50,63,17500,70,067 - 072,10,213,36911,33911,0.474113408,0.516056737,3408,1
TRUCK,60,56,22325,61,061 - 066,10,151,29400,26400,0.759353742,0.845643939,3284,0
TRUCK,30,140,2000,142,139 - 144,30,79,21800,18800,0.091743119,0.106382979,2443,0
TRACTOR,140,92,26735,96,091 - 096,10,112,34708,33708,0.770283508,0.793135161,3377,0
TRACTOR,130,130,4500,130,127 - 132,30,22,7500,5500,0.6,0.818181818,2403,0
TRUCK,90,86,28000,87,085 - 090,10,30,29917,26917,0.93592272,1.040234796,3397,0
TRUCK,60,88,22000,93,091 - 096,10,145,33807,30807,0.650752803,0.714123414,2750,0
TRUCK,50,75,19000,81,079 - 084,10,188,35400,32400,0.536723164,0.586419753,2785,1
TRUCK,20,162,1250,163,163 - 168,30,51,16000,13000,0.078125,0.096153846,2389,0
TRAILER,190,129,6000,129,127 - 132,30,3,12647,10647,0.474420811,0.563539025,2688,0
TRUCK,110,118,6000,120,115 - 120,30,33,30108,27108,0.199282583,0.221336875,3377,0
TRUCK,21,95,14259,101,097 - 102,10,185,22096,20096,0.64532042,0.709544188,2380,0
TRUCK,60,127,32000,130,127 - 132,10,70,33900,30900,0.943952802,1.035598706,2447,0
TRUCK,30,139,17905,140,139 - 144,10,21,21075,19075,0.849584816,0.938663172,3227,0
TRUCK,30,108,16400,111,109 - 114,50,91,19198,18198,0.854255652,0.901197934,3227,0
