vehicle_grp,class,age_acpt,proceeds,age_sale,age_sale_grp,cond_code,days_on_lot,Ask,Take,Proceed_Over_Ask,Proceed_Over_Take,LOCATION_CODE__c,y
TRUCK,60,96,29000,97,097 - 102,10,38,31325,28325,0.925778133,1.023830538,2771,0
TRAILER,180,117,6000,121,121 - 126,30,110,10625,9625,0.564705882,0.623376623,2709,0
TRACTOR,140,106,12000,119,115 - 120,10,397,29898,26898,0.40136464,0.446129824,2785,1
TRACTOR,170,121,18000,121,121 - 126,50,17,25750,22750,0.699029126,0.791208791,2438,0
TRACTOR,140,113,22500,114,109 - 114,10,17,31083,28083,0.723868353,0.801196453,2408,1
TRAILER,200,108,11500,113,109 - 114,10,156,20975,19975,0.548271752,0.57571965,2785,1
TRUCK,70,70,15000,80,079 - 084,10,295,39252,36252,0.382146133,0.413770275,2619,1
TRACTOR,140,126,31050,126,121 - 126,10,6,29513,26513,1.052078745,1.1711236,2725,0
TRUCK,50,87,11300,93,091 - 096,50,200,28900,25900,0.39100346,0.436293436,2785,1
TRACTOR,170,65,10000,65,061 - 066,30,21,48051,45051,0.208112214,0.221970656,3274,0
TRUCK,30,105,22500,106,103 - 108,10,42,26208,23208,0.858516484,0.969493278,2709,0
TRUCK,110,74,23000,75,073 - 078,50,41,32563,29563,0.706323128,0.777999526,2390,0
TRUCK,21,59,18000,65,061 - 066,10,179,25921,23921,0.694417654,0.752476903,2443,0
TRUCK,21,57,4500,57,055 - 060,30,11,29568,27568,0.152191558,0.163232734,2725,0
TRUCK,50,104,14205,106,103 - 108,10,53,18168,15168,0.781869221,0.936511076,2380,0
TRUCK,60,103,14000,110,109 - 114,10,220,36690,32690,0.381575361,0.428265525,2619,1
TRACTOR,150,38,26300,49,049 - 054,10,320,30550,27550,0.860883797,0.954627949,3377,0
TRACTOR,140,57,16000,63,061 - 066,10,184,39950,38950,0.400500626,0.410783055,2785,1
TRUCK,30,113,20000,114,109 - 114,10,15,22000,20000,0.909090909,1,2750,0
TRUCK,70,45,14100,57,055 - 060,10,377,30446,27446,0.463115023,0.513736064,2785,1
TRUCK,50,48,11453,49,049 - 054,10,27,10953,7953,1.045649594,1.440085502,3196,0
TRAILER,200,124,5700,125,121 - 126,10,38,19625,18625,0.29044586,0.306040269,3403,0
TRACTOR,170,60,27995,64,061 - 066,50,131,29995,26995,0.93332222,1.037043897,2389,0
TRUCK,10,61,6417,65,061 - 066,10,124,16724,15724,0.383700072,0.408102264,3227,0
TRAILER,200,131,16800,133,133 - 144,50,69,17575,16575,0.955903272,1.013574661,3172,0
TRUCK,90,161,2905,162,157 - 162,30,8,14200,11200,0.204577465,0.259375,2344,0
TRUCK,60,102,12500,108,103 - 108,50,203,36463,33463,0.342813263,0.373546903,2408,1
TRUCK,60,101,31500,101,097 - 102,10,21,37250,34250,0.845637584,0.919708029,2443,0
TRACTOR,170,83,33707,84,079 - 084,10,19,36802,31802,0.91590131,1.059901893,2386,0
TRUCK,60,90,26500,94,091 - 096,10,122,31100,28100,0.852090032,0.943060498,2443,0
TRACTOR,140,71,26000,77,073 - 078,10,185,43759,40759,0.594163486,0.637895925,2785,1
TRACTOR,140,127,4500,127,127 - 132,30,3,29917,26917,0.150416151,0.167180592,3377,0
TRAILER,200,114,22350,114,109 - 114,10,16,25795,24795,0.866446986,0.90139141,2483,0
TRUCK,30,68,13200,72,067 - 072,10,129,26328,25328,0.501367366,0.52116235,2785,1
TRUCK,70,67,14500,69,067 - 072,50,61,20490,19490,0.707662274,0.743971267,2390,0
TRACTOR,140,72,17905,74,073 - 078,10,55,31773,30773,0.563528782,0.581841225,3408,1
TRACTOR,170,73,23808,76,073 - 078,50,85,31908,30908,0.746145167,0.77028601,2438,0
TRACTOR,170,71,7000,72,067 - 072,30,17,13955,12955,0.501612325,0.540331918,2768,0
TRUCK,60,71,27750,72,067 - 072,10,47,43993,42993,0.63078217,0.645453911,3408,1
TRACTOR,140,68,33002,70,067 - 072,50,63,36955,35955,0.893032066,0.917869559,3227,0
TRAILER,180,122,7500,125,121 - 126,50,88,11500,10500,0.652173913,0.714285714,2382,0
TRUCK,30,68,4500,68,067 - 072,30,11,27826,26826,0.161719255,0.167747707,3274,0
TRUCK,60,59,23500,68,067 - 072,10,272,36419,33419,0.64526758,0.703192795,3274,0
TRACTOR,140,50,48500,51,049 - 054,10,30,47000,44000,1.031914894,1.102272727,3397,0
TRUCK,30,65,22500,66,061 - 066,10,34,26535,24535,0.847936687,0.917057265,2382,0
TRUCK,60,55,25995,67,067 - 072,10,362,35070,32070,0.741231822,0.810570627,2750,0
TRUCK,50,56,2405,71,067 - 072,30,448,22707,19707,0.105914476,0.122037855,2785,0
TRUCK,70,74,23500,76,073 - 078,10,63,28626,25626,0.82093202,0.917037384,2390,0
TRACTOR,170,84,33500,85,085 - 090,10,37,37524,36524,0.892761966,0.917205125,3227,0
TRUCK,50,82,20000,82,079 - 084,10,6,45999,44999,0.434792061,0.444454321,3280,0
TRUCK,60,99,32373,100,097 - 102,10,30,33373,30373,0.970035658,1.065847957,2567,0
TRACTOR,170,56,25500,62,061 - 066,50,196,33175,30175,0.768651093,0.845070423,1328,0
TRACTOR,170,87,14000,88,085 - 090,50,14,25334,24334,0.552617036,0.575326703,2785,1
TRACTOR,140,107,27000,109,109 - 114,10,48,37031,34031,0.729118846,0.793394258,2447,0
TRACTOR,170,51,10000,51,049 - 054,30,7,33050,30050,0.302571861,0.332778702,2405,0
TRACTOR,170,83,38000,84,079 - 084,10,28,42700,41700,0.889929742,0.911270983,3227,0
TRUCK,90,88,15158,88,085 - 090,10,3,30318,30318,0.499967016,0.499967016,2768,0
TRUCK,21,83,10000,92,091 - 096,10,258,22356,20356,0.447307211,0.491255649,2408,1
TRUCK,70,68,41201,71,067 - 072,10,101,45201,42201,0.911506383,0.976303879,2771,0
TRUCK,70,77,23500,83,079 - 084,10,194,34672,31672,0.677780342,0.741980298,2750,0
TRACTOR,140,109,21305,116,115 - 120,10,195,33433,30433,0.637244639,0.700062432,2566,0
TRACTOR,170,63,27000,71,067 - 072,10,230,38773,35773,0.69636087,0.754759176,2616,0
TRUCK,60,80,14705,86,085 - 090,50,202,20563,19563,0.715119389,0.751674079,3227,0
TRACTOR,131,101,39150,104,103 - 108,10,84,46500,43500,0.841935484,0.9,2027,0
TRACTOR,140,113,24410,123,121 - 126,10,300,42755,39755,0.570927377,0.614010816,3408,1
TRUCK,60,81,22000,83,079 - 084,50,60,40732,37732,0.540115879,0.583059472,2751,0
TRUCK,100,74,18000,87,085 - 090,10,399,41618,40618,0.432505166,0.443153282,2785,1
TRUCK,90,74,13000,86,085 - 090,10,368,29000,26000,0.448275862,0.5,2785,1
TRUCK,50,110,3500,111,109 - 114,30,28,24922,21922,0.140438167,0.159656966,3274,0
TRUCK,70,96,20000,105,103 - 108,10,287,36191,34191,0.55262358,0.584949256,2785,1
TRACTOR,140,87,26500,90,085 - 090,10,71,33313,32313,0.795485246,0.820103364,2344,0
TRACTOR,140,86,20200,90,085 - 090,50,107,24881,23881,0.811864475,0.845860726,3227,0
TRUCK,90,82,13000,89,085 - 090,50,232,17510,17510,0.742432896,0.742432896,3227,0
TRAILER,180,130,5300,130,127 - 132,30,2,13500,12500,0.392592593,0.424,2768,0
TRACTOR,140,126,18300,127,127 - 132,50,44,21957,18957,0.833447192,0.965342618,2390,0
TRAILER,200,120,5000,127,127 - 132,10,228,18662,17662,0.267924124,0.283093647,3377,0
TRACTOR,140,64,21000,71,067 - 072,10,204,34105,31105,0.615745492,0.675132615,2619,1
TRACTOR,140,46,24900,58,055 - 060,10,373,39713,36713,0.626998716,0.678233868,2438,0
TRUCK,120,111,42900,112,109 - 114,10,41,46500,43500,0.922580645,0.986206897,2404,0
TRAILER,190,125,11859,125,121 - 126,50,13,16500,15500,0.718727273,0.765096774,2768,0
TRUCK,60,80,26200,84,079 - 084,10,123,31731,28731,0.825690965,0.911906999,3403,0
TRUCK,50,88,16000,94,091 - 096,50,180,18323,17323,0.873219451,0.923627547,2754,0
TRACTOR,140,92,17995,95,091 - 096,50,101,22995,21995,0.782561426,0.818140487,2443,0
TRAILER,180,130,14800,132,127 - 132,10,62,14700,13700,1.006802721,1.080291971,2390,0
TRACTOR,140,102,25800,107,103 - 108,10,161,35168,32168,0.733621474,0.802039294,2408,1
TRACTOR,140,126,23200,131,127 - 132,10,154,30654,27654,0.756834345,0.838938309,2567,0
TRUCK,110,81,15100,86,085 - 090,10,163,40124,39124,0.376333367,0.385952357,2619,1
TRUCK,90,51,28950,56,055 - 060,10,159,44318,41318,0.653233449,0.700663149,3397,0
TRUCK,70,55,26500,62,061 - 066,10,219,46360,43360,0.57161346,0.611162362,2408,1
TRAILER,200,125,9905,131,127 - 132,10,183,14250,13250,0.695087719,0.74754717,2382,0
TRUCK,50,64,15750,73,073 - 078,10,292,35484,32484,0.443862022,0.484854082,2785,1
TRAILER,200,134,1000,137,133 - 138,30,104,6600,5600,0.151515152,0.178571429,3123,0
TRAILER,180,134,7200,140,139 - 144,50,175,9882,8882,0.72859745,0.810628237,2438,0
TRUCK,21,91,2250,91,091 - 096,30,19,15766,13766,0.142712165,0.163446172,1328,0
TRUCK,21,91,17995,93,091 - 096,10,63,24127,22127,0.745844904,0.813259818,2344,0
TRUCK,30,85,16445,86,085 - 090,50,27,22800,20800,0.72127193,0.790625,2566,0
TRUCK,21,92,6500,100,097 - 102,10,252,15855,13855,0.409965311,0.469144713,2688,0
TRUCK,90,109,19905,114,109 - 114,10,164,27569,24569,0.722006602,0.810167284,2756,0
TRACTOR,140,94,21465,95,091 - 096,50,20,28751,27751,0.746582728,0.77348564,3377,0
TRUCK,80,68,28405,75,073 - 078,10,209,39052,36052,0.727363515,0.787889715,2682,0
TRAILER,200,117,3500,122,121 - 126,30,152,13800,12800,0.253623188,0.2734375,2438,0
TRUCK,60,77,18000,85,085 - 090,10,264,40982,37982,0.439217217,0.473908694,2785,1
TRUCK,10,146,1500,147,145 - 150,30,20,11738,9738,0.127790084,0.154035736,1328,0
TRACTOR,132,116,13500,117,115 - 120,30,30,23694,20694,0.569764497,0.652363004,2495,0
TRUCK,60,64,19690,70,067 - 072,10,196,41380,38380,0.475833736,0.513027619,2785,1
TRUCK,120,106,42603,111,109 - 114,10,139,58500,55500,0.72825641,0.767621622,2709,0
TRUCK,60,95,25000,103,103 - 108,10,230,34498,31498,0.724679692,0.793701187,2682,0
TRUCK,30,86,25997,88,085 - 090,10,76,25997,23997,1,1.083343751,2382,0
TRAILER,180,141,6000,141,139 - 144,30,2,9750,8750,0.615384615,0.685714286,2382,0
TRUCK,70,65,29250,76,073 - 078,10,322,44565,41565,0.656344665,0.70371707,2771,0
TRAILER,190,123,2500,123,121 - 126,30,11,14300,13300,0.174825175,0.187969925,2446,0
TRAILER,200,93,16575,93,091 - 096,50,5,20950,19950,0.791169451,0.830827068,2404,0
TRACTOR,130,85,10500,88,085 - 090,50,97,32000,29000,0.328125,0.362068966,2344,0
TRACTOR,130,115,13500,122,121 - 126,10,223,20722,18722,0.651481517,0.721076808,3289,0
TRAILER,200,119,4000,123,121 - 126,30,112,13075,12075,0.305927342,0.33126294,2443,0
TRAILER,180,127,9100,128,127 - 132,50,7,11875,10875,0.76631579,0.836781609,2389,0
TRAILER,180,123,10000,136,133 - 138,10,400,14645,13645,0.682826903,0.732869183,3227,0
TRACTOR,140,140,21938,144,139 - 144,10,123,23927,22927,0.916872153,0.956863087,3227,0
TRUCK,60,107,27750,111,109 - 114,10,97,37522,34522,0.739566121,0.803835236,2756,0
TRUCK,30,93,10700,99,097 - 102,10,199,25981,22981,0.411839421,0.465602019,2785,1
TRACTOR,130,88,7500,100,097 - 102,30,376,23912,22912,0.31365005,0.327339386,3403,0
TRUCK,10,92,4500,101,097 - 102,10,282,13200,11200,0.340909091,0.401785714,3408,1
TRUCK,30,98,18900,101,097 - 102,10,98,21073,18073,0.896882266,1.045758867,2771,0
TRACTOR,140,103,34500,104,103 - 108,10,31,38827,37827,0.888556932,0.912046951,3227,0
TRACTOR,130,107,11250,108,103 - 108,10,20,17000,15000,0.661764706,0.75,3280,0
TRUCK,110,87,24995,98,097 - 102,10,324,32113,29113,0.778345218,0.858551163,3069,0
TRAILER,180,139,2250,139,139 - 144,30,15,8252,7252,0.272661173,0.310259239,2483,0
TRAILER,180,139,2250,139,139 - 144,30,15,8252,7252,0.272661173,0.310259239,2483,0
TRAILER,180,123,11500,124,121 - 126,50,32,12500,11500,0.92,1,2389,0
TRUCK,30,96,13500,103,103 - 108,10,220,22226,19226,0.607396743,0.702174139,3274,0
TRACTOR,132,67,12500,81,079 - 084,50,427,35897,32897,0.348218514,0.379973858,2408,1
TRAILER,180,144,10000,152,151 - 156,10,232,15950,14950,0.626959248,0.668896321,2392,0
TRACTOR,170,58,28000,64,061 - 066,10,195,49532,46532,0.565291125,0.601736439,2408,1
TRAILER,180,121,5700,122,121 - 126,50,35,8335,7335,0.683863227,0.777096115,2438,0
TRAILER,200,137,9700,138,133 - 138,10,53,10950,9950,0.885844749,0.974874372,3227,0
TRACTOR,130,110,12500,118,115 - 120,10,233,24724,22724,0.505581621,0.550079211,2408,1
TRACTOR,140,112,20000,113,109 - 114,10,33,35286,32286,0.56679703,0.619463545,2768,0
TRACTOR,130,120,16000,123,121 - 126,50,107,27273,25273,0.5866608,0.633086693,2785,1
TRAILER,180,122,9000,124,121 - 126,50,38,12705,11705,0.708382527,0.768902179,2403,0
TRACTOR,140,94,27400,98,097 - 102,10,121,33149,30149,0.826570937,0.90881953,3274,0
TRACTOR,140,98,25000,104,103 - 108,10,180,38436,35436,0.650431887,0.705497235,2619,1
TRAILER,180,127,10000,134,133 - 138,10,204,17700,16700,0.564971751,0.598802395,2772,0
TRAILER,180,145,8800,153,151 - 156,10,256,13860,12860,0.634920635,0.68429238,3227,0
TRAILER,190,144,3500,145,145 - 150,30,5,15500,14500,0.225806452,0.24137931,2380,0
TRAILER,180,124,6000,124,121 - 126,30,3,17250,16250,0.347826087,0.369230769,2558,0
TRAILER,180,158,2500,158,157 - 162,30,4,7650,6650,0.326797386,0.37593985,2725,0
TRACTOR,140,156,8000,157,157 - 162,10,30,30500,27500,0.262295082,0.290909091,2772,0
TRAILER,200,146,11800,162,157 - 162,10,477,18670,17670,0.632029995,0.667798529,2390,0
TRUCK,70,45,15200,50,049 - 054,10,138,39162,38162,0.388131352,0.398301976,2785,1
TRUCK,70,39,41800,42,037 - 042,10,92,48175,45175,0.867669953,0.925290537,2390,0
TRUCK,50,38,13600,49,049 - 054,10,334,37499,36499,0.362676338,0.372612948,3408,1
TRACTOR,170,67,32700,71,067 - 072,10,108,37316,36316,0.876299711,0.900429563,3227,0
TRACTOR,140,85,4990,99,097 - 102,30,419,24511,23511,0.203582065,0.212241079,2785,1
TRUCK,21,76,13495,83,079 - 084,50,196,18000,17000,0.749722222,0.793823529,3123,0
TRACTOR,140,56,26500,69,067 - 072,10,389,42966,39966,0.616766746,0.663063604,2768,0
TRUCK,30,64,11335,70,067 - 072,10,202,28957,27457,0.391442484,0.41282733,3408,1
TRUCK,60,112,12000,114,109 - 114,50,44,12000,12000,1,1,3377,0
TRUCK,60,50,23700,56,055 - 060,10,205,35676,32676,0.664312143,0.725302975,2408,1
TRUCK,60,87,27855,95,091 - 096,10,218,40659,37659,0.685088172,0.739663825,2380,0
TRUCK,50,69,31500,73,073 - 078,10,121,39400,36400,0.799492386,0.865384615,2616,0
TRAILER,180,93,7000,99,097 - 102,10,182,11970,10970,0.584795322,0.63810392,2443,0
TRUCK,60,65,30500,69,067 - 072,10,132,45167,43167,0.675271769,0.706558251,2750,0
TRUCK,50,85,20000,95,091 - 096,10,285,30416,27416,0.657548659,0.729501021,3403,0
TRUCK,31,69,9635,79,079 - 084,10,313,29750,26750,0.323865546,0.360186916,2619,1
TRACTOR,140,95,19487,95,091 - 096,50,9,25927,22927,0.75161029,0.849958564,2768,0
TRUCK,120,88,24000,95,091 - 096,50,213,54500,51500,0.440366973,0.466019418,3408,1
TRACTOR,170,63,31919,74,073 - 078,10,309,51873,46873,0.615329748,0.680967721,2444,0
TRUCK,21,98,7500,99,097 - 102,50,61,14271,13271,0.525541308,0.565142039,2686,0
TRUCK,21,104,15500,105,103 - 108,50,21,19327,18327,0.801986858,0.845746713,2566,0
TRACTOR,170,98,30500,100,097 - 102,50,51,36575,33575,0.833902939,0.908413999,3227,0
TRUCK,70,89,17000,95,091 - 096,50,181,26796,23796,0.634423048,0.714405783,3274,0
TRUCK,30,67,16000,73,073 - 078,10,187,32687,29687,0.489491235,0.538956446,2408,1
TRACTOR,140,89,21500,93,091 - 096,10,133,29820,26820,0.720992622,0.801640567,3289,0
TRACTOR,140,98,32900,100,097 - 102,10,63,36827,33827,0.89336628,0.972595855,2756,0
TRUCK,30,72,22000,75,073 - 078,10,113,34121,31121,0.644764221,0.706918158,3381,0
TRUCK,50,72,12995,85,085 - 090,10,406,28335,25335,0.458620081,0.512926781,2567,0
TRACTOR,140,118,18400,120,115 - 120,10,32,22607,21607,0.813907197,0.851575878,2686,0
TRACTOR,140,85,14250,91,091 - 096,50,189,25625,22625,0.556097561,0.629834254,2785,1
TRACTOR,170,80,27199,89,085 - 090,10,251,37000,34000,0.735108108,0.799970588,2405,0
TRUCK,60,102,12250,110,109 - 114,50,238,30642,27642,0.399778082,0.443166196,2785,1
TRUCK,60,95,14000,96,091 - 096,50,35,19117,16117,0.732332479,0.868648011,3227,0
TRUCK,110,64,25600,74,073 - 078,10,302,35000,32000,0.731428571,0.8,2754,0
TRUCK,90,105,11800,107,103 - 108,50,49,16861,13861,0.699839867,0.851309429,1328,0
TRUCK,90,67,27000,75,073 - 078,10,239,38682,35682,0.697999069,0.756684042,3403,0
TRUCK,50,105,10000,109,109 - 114,30,102,14500,11500,0.689655172,0.869565217,3403,0
TRUCK,70,112,28500,116,115 - 120,10,111,32627,31627,0.87350967,0.901128782,2390,0
TRACTOR,130,106,24000,107,103 - 108,10,39,28156,25156,0.852393806,0.954046748,3227,0
TRUCK,90,82,21000,95,091 - 096,10,399,36496,33496,0.575405524,0.62694053,1328,0
TRACTOR,170,79,41950,80,079 - 084,10,24,41950,38950,1,1.077021823,3172,0
TRACTOR,170,82,33755,85,085 - 090,10,91,40467,37467,0.834136457,0.900926148,2380,0
TRUCK,70,81,32500,85,085 - 090,10,113,43542,40542,0.746405769,0.801637808,2682,0
TRUCK,30,89,13231,97,097 - 102,50,243,18112,16112,0.730510159,0.821189176,2483,0
TRACTOR,130,69,20250,83,079 - 084,10,421,36419,33419,0.556028447,0.605942727,2750,0
TRACTOR,140,69,15500,79,079 - 084,50,293,32630,29630,0.475022985,0.523118461,3408,1
TRACTOR,140,102,25356,103,103 - 108,10,41,28356,25356,0.894202285,1,2682,0
TRACTOR,140,63,25250,72,067 - 072,10,274,43335,40335,0.582669897,0.62600719,2408,1
TRUCK,30,70,11000,79,079 - 084,10,281,31052,28052,0.354244493,0.392128904,2785,1
TRUCK,60,100,31000,107,103 - 108,10,199,39900,36900,0.776942356,0.840108401,1328,0
TRACTOR,130,113,17000,114,109 - 114,10,24,21811,18811,0.779423227,0.903726543,2389,0
TRUCK,80,80,9400,93,091 - 096,10,398,33434,30434,0.281150924,0.308865085,2785,1
TRUCK,70,93,11500,100,097 - 102,50,216,24712,21712,0.465360958,0.529661017,3408,1
TRUCK,70,109,25500,115,115 - 120,10,168,32966,30966,0.773524237,0.823483821,2344,0
TRUCK,70,104,23812,105,103 - 108,50,24,23812,22812,1,1.043836577,3274,0
TRACTOR,170,80,26850,82,079 - 084,10,48,42245,37245,0.635578175,0.720902135,3274,0
TRUCK,30,74,30050,77,073 - 078,10,81,33012,30012,0.910275052,1.00126616,3403,0
TRACTOR,140,88,34037,90,085 - 090,10,61,41037,38037,0.829422229,0.894839236,2404,0
TRACTOR,132,85,36724,89,085 - 090,10,112,39724,36724,0.924478904,1,3280,0
TRACTOR,170,77,37600,81,079 - 084,10,133,49204,44204,0.764165515,0.850601756,3274,0
TRACTOR,140,95,16005,101,097 - 102,10,201,38892,35892,0.411524221,0.445921097,3408,1
TRAILER,180,129,12600,130,127 - 132,50,27,14982,13982,0.841009211,0.901158633,3227,0
TRAILER,180,131,7400,131,127 - 132,30,17,16950,15950,0.436578171,0.463949843,3123,0
TRAILER,180,129,12700,131,127 - 132,10,60,16950,15950,0.749262537,0.796238245,2392,0
TRUCK,60,81,33224,86,085 - 090,10,156,39915,36915,0.832368784,0.900013545,2709,0
TRUCK,60,98,26500,102,097 - 102,10,106,31858,28858,0.831816184,0.918289556,2444,0
TRACTOR,170,41,31000,45,043 - 048,10,113,47146,44146,0.657531922,0.702215376,2408,1
TRACTOR,130,69,19000,70,067 - 072,10,17,25774,24774,0.737177,0.766933075,2446,0
TRUCK,70,71,13600,77,073 - 078,10,162,27120,26120,0.501474926,0.520673813,2785,1
TRACTOR,170,74,24555,76,073 - 078,10,59,37579,36579,0.653423455,0.671286804,2750,0
TRUCK,21,36,11100,42,037 - 042,10,195,31551,29551,0.351811353,0.375621806,2785,1
TRUCK,70,44,18000,52,049 - 054,10,250,49620,46620,0.362756953,0.386100386,3408,1
TRACTOR,170,76,39327,78,073 - 078,10,69,40327,39327,0.975202718,1,2344,0
TRACTOR,170,36,31405,36,031 - 036,30,6,52970,49970,0.592882764,0.628477086,2408,1
TRUCK,31,60,17500,66,061 - 066,50,181,25491,24491,0.68651681,0.714548201,3227,0
TRACTOR,170,76,21000,80,079 - 084,50,102,33045,32045,0.63549705,0.655328444,3227,0
TRACTOR,140,72,18900,79,079 - 084,10,192,37898,36898,0.498707056,0.512222885,2768,0
TRUCK,90,101,16305,108,103 - 108,10,206,26198,23198,0.622375754,0.702862316,2756,0
TRUCK,30,84,10500,91,091 - 096,10,219,21966,19966,0.478011472,0.52589402,2785,1
TRACTOR,140,120,15500,120,115 - 120,50,0,32473,29473,0.477319619,0.525905066,2438,0
TRUCK,50,66,20400,72,067 - 072,10,208,39296,36296,0.519136808,0.562045405,2756,0
TRACTOR,140,80,19500,84,079 - 084,10,128,39023,38023,0.499705302,0.512847487,2619,1
TRUCK,60,91,23500,98,097 - 102,10,203,45911,42911,0.511859903,0.547645126,3408,1
TRACTOR,140,91,18500,101,097 - 102,10,293,30374,27374,0.60907355,0.675823774,2785,1
TRUCK,50,86,23500,86,085 - 090,10,6,38900,35900,0.604113111,0.6545961,3274,0
TRUCK,21,72,3000,72,067 - 072,30,7,21471,20471,0.139723348,0.146548776,2768,0
TRACTOR,131,113,31750,117,115 - 120,50,117,42500,39500,0.747058824,0.803797468,2446,0
TRUCK,70,73,38500,75,073 - 078,10,64,43381,40381,0.887485305,0.953418687,2754,0
TRUCK,70,74,38500,74,073 - 078,10,28,40357,38357,0.953985678,1.003728133,3397,0
TRUCK,30,74,21495,78,073 - 078,10,120,24336,22336,0.883259369,0.962347779,2389,0
TRUCK,21,84,3050,84,079 - 084,30,23,20378,19378,0.149671214,0.157394984,3408,1
TRACTOR,140,85,24000,87,085 - 090,50,78,38053,35053,0.630699288,0.684677488,2785,1
TRUCK,30,105,13250,112,109 - 114,10,215,21119,18119,0.627397131,0.731276561,2380,0
TRACTOR,140,80,35000,84,079 - 084,10,105,36597,33597,0.956362543,1.041759681,3289,0
TRUCK,60,57,31000,63,061 - 066,10,203,53802,50802,0.576186759,0.610212196,2725,0
TRACTOR,140,103,25500,107,103 - 108,10,135,34044,31044,0.749030666,0.821414766,3274,0
TRACTOR,170,92,24800,94,091 - 096,10,47,44222,41222,0.560806838,0.601620494,2408,1
TRAILER,200,120,7500,124,121 - 126,10,110,9700,8700,0.773195876,0.862068966,2392,0
TRUCK,30,94,8000,107,103 - 108,10,400,24514,21514,0.32634413,0.371850888,3408,1
TRUCK,60,114,24925,116,115 - 120,10,72,28872,25872,0.863293156,0.963396722,2447,0
TRUCK,60,59,16500,65,061 - 066,10,179,43635,40635,0.378136817,0.406053894,2785,1
TRACTOR,132,116,17000,117,115 - 120,10,20,20902,17902,0.8133193,0.949614568,2443,0
TRUCK,80,123,3500,125,121 - 126,10,87,6370,3370,0.54945055,1.038575668,1328,0
TRAILER,180,167,2000,167,163 - 168,30,6,7700,6700,0.25974026,0.298507463,3274,0
TRAILER,200,112,9300,112,109 - 114,50,14,11600,10600,0.801724138,0.877358491,3299,0
TRAILER,180,122,12000,127,127 - 132,10,153,14837,13837,0.808788839,0.867240009,2495,0
TRACTOR,130,126,18449,129,127 - 132,10,93,22250,20250,0.829168539,0.911061728,3280,0
TRAILER,180,144,3500,159,157 - 162,50,455,7545,6545,0.463883367,0.534759358,1328,0
TRUCK,60,82,2500,83,079 - 084,30,45,20480,17480,0.122070313,0.143020595,2682,0
TRACTOR,140,68,4000,76,073 - 078,30,223,37613,34613,0.10634621,0.115563517,2754,0
TRUCK,30,135,2500,136,133 - 138,30,38,14211,11211,0.175920062,0.222995273,2725,0
TRUCK,110,81,26550,82,079 - 084,10,20,32489,29489,0.817199668,0.900335718,2027,0
TRUCK,90,88,8750,95,091 - 096,50,202,23376,20376,0.374315537,0.429426777,2785,1
TRACTOR,140,122,23030,125,121 - 126,10,80,25330,22330,0.909198579,1.031347962,2567,0
TRACTOR,140,82,32500,86,085 - 090,10,117,37050,34050,0.877192983,0.954478708,3172,0
